0.000000000000000e+00 7.617367294657923e-16 2.373783429389726e-15
5.000000000000000e-02 -1.432822542360181e-06 1.619989584678911e-05
1.000000000000000e-01 4.798582840869036e-05 5.498366997505491e-05
1.500000000000000e-01 1.524655436259956e-04 1.586632812337986e-04
2.000000000000000e-01 3.728110203063697e-04 2.705264235046159e-04
2.500000000000000e-01 7.214403482222403e-04 4.203819917485095e-04
3.000000000000000e-01 1.228331948850779e-03 5.911556728226248e-04
3.500000000000000e-01 1.914269004819142e-03 7.789483876645155e-04
4.000000000000000e-01 2.795803858977632e-03 9.775583916292506e-04
4.500000000000000e-01 3.884170388655478e-03 1.180398565908779e-03
5.000000000000000e-01 5.184973980676927e-03 1.380695584977395e-03
5.500000000000000e-01 6.698035651989993e-03 1.571691562541219e-03
6.000000000000001e-01 8.417393160451536e-03 1.746841286139023e-03
6.500000000000000e-01 1.033145860725708e-02 1.899998382871337e-03
7.000000000000001e-01 1.242332663459576e-02 2.025584200431529e-03
7.500000000000000e-01 1.467122255303848e-02 2.118733863801825e-03
8.000000000000000e-01 1.704907503305518e-02 2.175414844599127e-03
8.500000000000001e-01 1.952719368245654e-02 2.192514427730133e-03
9.000000000000000e-01 2.207302806942984e-02 2.167893640719273e-03
9.500000000000001e-01 2.465198171022361e-02 2.100406481461613e-03
1.000000000000000e+00 2.722825237727662e-02 1.989884592970659e-03
1.050000000000000e+00 2.976566892808759e-02 1.837088839419631e-03
1.100000000000000e+00 3.222849480429135e-02 1.643630486474416e-03
1.150000000000000e+00 3.458216945978234e-02 1.411865832185488e-03
1.200000000000000e+00 3.679396125471858e-02 1.144769127638744e-03
1.250000000000000e+00 3.883350875615903e-02 8.457894295653538e-04
1.300000000000000e+00 4.067323182092077e-02 5.186976076784788e-04
1.350000000000000e+00 4.228859915604444e-02 1.674300636548324e-04
1.400000000000000e+00 4.365824506436684e-02 -2.040642079337608e-04
1.450000000000000e+00 4.476393455465040e-02 -5.919667777066261e-04
1.500000000000000e+00 4.559038266451604e-02 -9.927171687299113e-04
1.550000000000000e+00 4.612494042783150e-02 -1.403119172818280e-03
1.600000000000000e+00 4.635716612737764e-02 -1.820421698826739e-03
1.650000000000000e+00 4.627830602660810e-02 -2.242370836195805e-03
