0.000000000000000e+00 -8.239301637746063e-02 -9.481749784657430e-02
1.111111111111111e-01 -8.482927678288116e-02 -6.784887071979355e-04
2.222222222222222e-01 -8.406928609172540e-02 9.441988080500649e-02
3.333333333333333e-01 -8.007489851864708e-02 1.868771850792644e-01
4.444444444444444e-01 -7.288964983746873e-02 2.730861310519476e-01
5.555555555555556e-01 -6.266998587063474e-02 3.495370183048181e-01
6.666666666666666e-01 -4.971915358113120e-02 4.129638323962458e-01
7.777777777777778e-01 -3.450916126059295e-02 4.605268950539573e-01
8.888888888888888e-01 -1.767851558270145e-02 4.900101714278123e-01
1.000000000000000e+00 7.845732467028236e-20 4.999999999999995e-01
